,year,month,day,hour,万寿西宫,万柳,东四,东四环,东高村,丰台花园,云岗,亦庄,农展馆,前门,北部新区,南三环,古城,大兴,天坛,奥体中心,官园,平谷,永定门内,琉璃河,西直门北,通州,门头沟,顺义
112,2018,1,5,16,0.6,0.7,0.7,0.4,0.3,0.6,0.4,0.7,0.5,0.8,0.3,1.0,0.6,0.8,0.7,0.5,0.7,0.7,0.7,1.6,0.7,0.5,0.5,0.4
113,2018,1,5,17,0.7,0.8,1.2,0.7,0.35,0.6,0.4,0.6,0.6,0.8,0.4,1.1,0.7,0.7,0.7,0.6,0.9,0.7,0.7,1.6,0.9,0.5,0.5,0.4
114,2018,1,5,18,0.9,1.0,1.3,1.1,0.4,0.8,0.5,0.7,0.6,1.0,0.6,1.2,0.8,0.9,0.8,0.8,0.9,0.9,0.9,1.8,1.0,0.5,0.9,0.5
115,2018,1,5,19,1.3,1.0,1.7,1.1,0.5,0.9,1.0,0.8,0.7,1.2,1.1,1.2,0.9,1.3,0.8,0.9,1.0,1.1,1.0,2.3,1.3,0.7,1.4,0.7
116,2018,1,5,20,1.4,1.2,1.2,1.4,0.4,1.4,1.4,1.1,0.9,1.2,1.8,1.3,1.4,1.8,0.9,1.1,1.4,1.2,1.1,3.6,1.2,1.0,1.6,1.1
117,2018,1,5,21,1.7,1.6,2.0,1.3,0.5,1.7,1.2,1.5,1.3,1.9,1.8,1.7,1.6,2.0,1.2,1.2,1.6,1.1,1.5,3.6,1.8,1.3,1.6,1.0
118,2018,1,5,22,1.8,1.6,2.0,2.1,0.6,1.9,1.2,1.8,1.6,2.1,1.8,2.1,1.7,2.2,1.4,1.6,1.7,0.9,1.9,3.1,1.7,1.5,1.6,0.8
119,2018,1,5,23,1.7,1.5,1.5,2.0,0.4,1.9,1.1,1.7,1.5,2.0,1.6,2.0,1.6,2.3,1.6,1.2,1.5,0.8,2.0,3.6,1.2,0.8,1.6,0.8
120,2018,1,6,0,0.9,1.3,0.7,0.9,0.4,1.1,1.0,0.7,0.7,0.7,1.9,1.1,1.4,1.7,0.8,0.8,0.6,0.8,1.1,3.6,0.7,0.5,1.6,0.6
121,2018,1,6,1,0.5,0.9,0.6,0.9,0.3,0.7,1.0,0.6,0.6,0.5,1.9,0.6,1.2,0.8,0.6,0.5,0.5,0.8,0.6,3.6,0.5,0.4,1.6,0.5
122,2018,1,6,2,0.4,0.9,0.6,0.8,0.3,0.6,0.8,0.5,0.5,0.45,1.4,0.5,0.8,0.6,0.5,0.5,0.5,2.2,0.4,3.6,0.5,0.3,1.6,0.4
